	22-022-Day-15	22-026-Day-15	22-029-Day-15	58-001-Day-15	58-006-Day-15	58-007-Day-15	58-008-Day-15	58-003	58-001-Pre	58-003-Pre	58-006-Pre	58-007-Pre	58-008-Pre	22-022-Pre	22-026-Pre	22-029-Pre
SERPINE1	5295	81.6372	631.185	2944.25	301	3479.03	160.215	1131.64	360	319.672	314.357	596.652	9	450	730.375	328.647
SERPINE2	1113.4018	426.11623	108.0445	139.47837	198.9953	259.91742	1948.3637	15	110.2180043	83.58842	144.3463	281.66876	547.6632	29.271	168.9448	50.55484
SERPINE3	12	12	15.000009	42	22	12	4	56.00002	32	72	76	18.99996	108	253.0004	56	22
SERPINF1	277.70027	208.65937	1166.777	1102.511845	1494.22745	2582.74554	194.0378	653.5127781	865.43555	286.6796	323.39428	921.84248	92.21664	760.2466	588.6031	2047.92141
SERPINF2	0	30	14	4	0	24.99999	1	54	0	22	33	4	11	0	29	17
SERPING1	2642.625	8794.33169	2438.07302	4002.5333	3412.2271	2917.3002	1341.23729	4395.5639	3053.994674	4923.8696	2167.6407	3506.92343	332.59388	2278.48988	2054.2261	1126.8168
SERPINH1	5090.8364	3136.5179	2982.53628	3103.24674	4008.2371	4729.8989	2618.45929	2837.8896	2212.9984	1731.30358	1323.0627	1944.9401	536.19465	2809.2872	1527.0604	1948.25696
SERPINI1	38.99118	25	18.00001	103.00002	20.99999	41.99998	182	101	23.00004	84	24	43.99998	8	0	126	76.99993
SERPINI2	34	0	0	8	0	11	0	15	0	8	60.99997	8	0	0	4	11
SERTAD1	65.7508	90.428	47.3764	50.8376	54.6094	103.484	54.3988	147.323	14.0155	85.7595	17.2213	113.521	21.2262	62.1113	65.8068	85.5805
SERTAD2	807.582	2072.76	1314.77	580.638	687	1015.24	1157.15	670	705.909	699.319	561.32	519.877	1338.47	556.369	668.605	824.836
SERTAD3	144.66525	135.25718	131.4974	123.3415	90	349.00001	216.0145	335.00734	244.999924	151.24895	100	133.0843	63.83216	94	81.8113	71.56652
SERTAD4	49.5994	274.288	247.338	73.4362	338.896	325.252	133.4318	13	109.1054	4	10.5253	49.8338	118	0	115.2458	145.5766
SERTM1	24	11	9	8	11	70	59	88	91	215	40	348	0	200	106	0
SERTM2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	8	0
SESN1	77.9824	40.92919	77.0466	94.2821	43.2725	216.76222	202.9177	195.7929	146.2057	79.206	177.23344	263.1176	268.2642	0	205.7184	77.41113
SESN2	71	193	93	66	137	187	205	141	44	97	31	65	261	42	73	70
SESN3	2149.002	668.99989	1411.002	2209.99911	795	1811.00077	403.9995	1296.922	3298.0028	3154.53633	2836.9058	2160.99821	2269.99458	1800	1918.99948	927.99996
SESTD1	292.488	407.1039	590.154	288.945	251.146	660.7735	415.376	198.5825	494.581	246.779	380.614	495.45381	581.8163	0	213.998	285.52933
SET	7611.978	22092.262	5165.8727	2319.044	3165.042	3557.0181	5508.4364	4634.0202	3841.0711	6738.498	4885.229	3192.4299	6017.7227	3765.7399	2285.2578	3083.6347
SETBP1	908.99984	989	505.00037	600.00059	780.0003	975.0003	1501.002	292.99954	832.9996	412.0004	639.0001	460.9997	1087.99956	261.0003	1210.9996	571.99974
SETD1A	0	0	1.72922976044436e-322	0	0	0	3.95252516672997e-323	0	0	0	0	0	8.39911597930119e-323	0	1.58101006669199e-322	1.33397724377137e-322
SETD1B	854	2633.004	1885	1324	1033.00012	1356	1522.001	1895	680.9999	623.9999	713	440.9996	740	287	597.0001582	1062
SETD2	1780.365	4193.01	2048.7781	731.479	1369.14868	1839.5704	3011.921	2198.015	1180.91	4270.83	648.596	1978.9878	2805.93	1804.2737	2228.683	999.3576
SETD3	569.0182	566.663	263.4366	316.9094	549.8012	1082.5956	351.15075	739.38253	722.6119	642.34182	1157.32	964.6098	457.4352	564.648	546.8158	571.6719
SETD4	192.1868	194.9887	180.84471	112.4181	173.11332	75.33399	176.83216	368.258	78.66227	201.59348	98.4089206	98.62718	243.70122	91.5584	160.06292	197.9859
SETD5	2036.584	2104.516	2139.1574	948.6322	2209.76992	1595.262712	2192.457	2282.212	1003.6629	1131.8462	909.4929	817.5099001	2349.96456	1021.2136	1598.22911	715.83986
SETD6	270.134	214.423	102.205	124.843	355.8903	206.757	225.3584	180.537	119.643	194.496	277.1518	171.15555	70.821	36.2479	192.757	113.55
SETD7	1214.2126	496.48041	1750.2103	1482.3182	1969.9242	2534.97635	524.1044	860.226	1453.231	1168.2173	1830.50648	1829.0237	803.8591	2066.26455	1301.48719	1245.96686
SETD9	20.814	0	3	0	0	0	7.89898	0	9.32382	7.75995	15.4459	14.1656	7.70742407512345e-322	0	8.79374	2.07018
SETDB1	520.0708	696.5148133	826.33817	399.18179	601.6895	653.2138	965.10844	803	604.8824	1013.56711	753.2644	329.85446	360.999	181.06439	206.54174	658.45503
SETDB2	136.0146122	122.6737	180.9551	231.9907	120.2623	299.089	97.46707	429.181	465.1027	295.9397	312.3019	347.058	184.139	209.749	859.61	125.9068
SETMAR	146.85876	151.8705	246.8088	110.8351	221.66536	185.1453	149.772	129.28595	135.2237	75.8174	105.525	108.07437	262.8202	265	76.1741	159.3307
SETSIP	3.125786	5.88147	2.1585	2.06932	1.04202	0	2.78588	6.88759	0	1.053477	1.06663	2.09051	1.019942	1.03678	0	0
SETX	2549.14845	4621.3765	2346.3613	2643.8725	1994.21061	2996.7535	2754.5758	2770.8218	3895.61	5604.36352	3668.8243	5323.6372	3907.6754	3799.61	4604.79	2256.7111
SEZ6	1.18578	5	3.931416	23.7119	0	2.60211	23.39354	0	19	6.79385	25.8039	3.0157628	20.7019	0	13.3405	3
SEZ6L	0	0	11.3435	19.6485	0	23.00004	5	0	9	0	1	42	9.1466	0	0	3
SEZ6L2	1173.0006	697	627.8434	622.99967	951.5621	1253.42599	3344.0009	1446.001	371	354.91154	676.9995	305.00083	311	888	165.999677	454.1566
SF1	696.29886	2843.19953	836.2622	783.92969	1636.4446	981.74816	2108.5705	1015.555477	753.83125	648.9165	331.97053	361.0568	717.4748	147.0727	782.18938	553.88406
SF3A1	231.57	337.531	252.637	244.672	468.463	360.28	351.155	475.341	236.663	356.572	290.178	178.918	308.274	158.34	185.652	109.566
SF3A2	286.671	288.203	432.705	221.413	373.524	251.87	116.195	313.319	130.484	150.5126	272.778	131.2536	259.697	179.9793	56.361	89.760439
SF3A3	536.365	683.864	445.346	303.133	330.584	537.386	1606.58	713.712	331.681	817.252	304.409	255.213	576.736	278.825	255.283	448.184
SF3B1	857.7055	419.4307	731.9443	532.9997	485.3819	747.4457	614.538	765.5878	481.91269	1310.04879	535.42	518.6211	1335.6352	509.6809	1092.5029	869.956
SF3B2	1379.1926	4820.812	1484.7937	839.50106	1784.25686	2645.5822	1009.6261	2649.7065	2745.33	847.77885	1067.4344	962.613	306.46522	956.4180002	132.9281	1605.89815
SF3B3	1008.73231	1444.200221	898.16312	596.87641	2116.4747	1263.8538	2386.56417	1370.338	1025.11908	1753.45259	2900.68341	1051.7238	1420.1982	611.869	903.01988	660.41516
SF3B4	420.9996	804	730.7453	319	1172.872	695.824	840	1195.957	490.921	638	524.9999	205	469.0003	105	179	320.00034
SF3B5	167	306	144	274	297	281	512	183	212	255	160	225	197	148	154	183
SF3B6	526	1147.97	395.889	410.399	710.865	526.284	822.045	740	1070.92	1365.37	1297.58	757.903	834.368	296	1021	694.375
SFI1	155.3222	220.20627	70.83053	220.01301	291.41819	192.5465	121.2429	257.27592	68.4836	183.88658	91.87213	52.6099	71.18143	63.5328	23.67994	67.00243
SFMBT1	447.8228	1278.7833	517.1708	227.446	286.0959	297.84885	736.1374	412.4213	220.514	351.4072	315	301.1085	741.2304	214.1952	290.8601	397.5206
SFMBT2	226.5263	931.0001	162.7321	701.1432	253.1634	625.5419	100.7433	229.16874	1010.201	188.3317	896.842	403.5011	163.2212	905.317	1277.77	121.3678
SFN	73.2849	706.489	115.856	31.8933	593.116	95.1323	217.954	171.582	65.5384	173.932	250.25	114.222	174.688	4.22643	42.2553	152.611
SFPQ	2925.32	5193.74	3102.27	2075.48	3128.17	3359.64	3513.86	2974.5	3348.13	3682.78	3274.59	3154.32	5386.73	2023.26	1913.42	2459.52
SFR1	32.2598	86.2951	45.3789	57.0692	77.2353	70.199	64.732623	27.6145	160.89274	127.0433	125.4547	64.5375	132.007	47.66003103	48.9777	58.9378
SFRP1	457	47.00004	188.9996	1054	20	783	2432	309	1062	434	388.9997	355	1949.999	213	370.0002	159
SFRP2	430	45	3929	7370	374	13558	298	324	4821	2	344	750	198	334	658	4769
SFRP4	763.576	82	2944.8	3362.5365	385	9020.11232	117.879	572.0007	1635.43	679.5278	337.367	1131.30905	67.1702	634	1511.7621	3206.83039
SFRP5	18	0	4	78	3	138	10	118	58	0	0	10	0	0	0	22
SFSWAP	516.2657	1105.3432	370.7851	532.199	613.2643	494.69932	796.94	708.219	118.22159	320.0137	266.3952	177.7989	451.361	626.8228	635.538	166.2237
SFT2D1	80.8763	108.192	44.8722	31.499	43.2003	106.992	144.282	0	158.488	99.3525	48.0388	93.5535	83.9183	0	88.2102	95.4437
SFT2D2	6080.7788	5620.88	9371.7926	6600.3807	4974.525	6143.36721	9362.1342	7524.07419	5515.403	6934.35021	3911.5948	6519.95642	6352.83	7066.62	7717.18	6785.8324
SFT2D3	170.897	331.249	151.562	154.096	243.558	138.101	151.254	60.7593	117.26	87.837	349.685	80.2547	338.325	5	124.413	121.227
SFTA2	1.000002	5	0	0	18.99998	0	8	0	0	0	0	0	0	0	13	0
SFTA3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SFTPA1	0	0	0	0	0	0	1	0	0	0	0	0	9	0	0	5.72356
SFTPA2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.276444
SFTPB	29.64332	16.4787	44.8133	35.4493	55.67059	16.2774	49.5162	79.1028	44.4939	35.0802	36.9673	14.4659	18.2136	2.35925	45.8955	39.3845
SFTPC	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
SFTPD	0	16	81.000002	13	107.00033	10	58	13	4	5	10	1	0	0	2	146
SFXN1	483.8091	650.1952	328.94705	211.616	634.1583	367.734	240.8026	221.9909	268.033	349.3189	684.7451	287.5679	158.83273	169.9791	310.33426	294.24608
SFXN2	180.881	267.0823	455.19779	223.63697	461.9729	124.15828	719.7402	557.679	165.37456	262.479	280.8187	148.37988	349.159	119.624	282.276	265.2559
SFXN3	376.834	398.333	323.279	331.9398	460.589	498.229	89.7049	243.799	189.9976	170.239	166.354	147.532	4.26872718006837e-321	157.0963	177.528	344.322
SFXN4	25.0768	0	63.0375	1.03753785626662e-322	155.5685	19.7247	66.2154	0	71.1947	54.9469	76.9699	66.3887	16.24413	0	2.81E-230	84.0615
SFXN5	125.44356	0	99.4847	66.364	66.3984	93.2751	27.1667	318.892	9.57768	22.218506	19.5114	0	67.9952	113	7.96E-100	61.67805
SGCA	8.18E-187	0	2.19E-57	0	0	0	0	0	0	0	5.23421	0	0	0	0	7.000004
SGCB	377.922	790.843	357.072	392.695	463.215	599.249	835.116	331.284	478.908	351.274	342.061	312.681	316.633	327.602	300.57	364.697
SGCD	546.0003	116.99952	332.6596	308.92958	343.9997	489.5	499.4808	65	440.5745	55.9553	133.9997	242.9998	709.272	495	349.32823	248.5953
SGCE	126	337.7479	29.65184	152.16	417.1366	340.702	92.927	88.9962	120.32	89.41153	19.58014	109.08892	59.2671	200.7992	217.50543	126.04266
SGCG	0	0	0	0	0	1	0	0	15	13	0	1	6	0	0	1
SGCZ	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SGF29	16.4662	256.028	81.2614	69.2188	335.312	97.1816	112.678	73.0477	7.36962	54.8168	72.9456	88.2172	47.8865	177	80.2059	60.6679
SGIP1	41.4462	0	60.1854	11.4941	12.39054	36.08978	25.13892	17.2442	3	41.25762	6.72191	39.94027	0	0	41.99503	270.3574
SGK1	31.04333	0	136.03369	148.50343	42.322773	459.6965	228.4145	91.8589	171.8383	146.56002	72.25255	567.92532	82.76847	154.9544	518.0936	202.1825
SGK2	101.90624	11	41.54775	56.99998	9.80261	16	86.59963	52.27168	39.1884	5.999998	9	7.66094	34	0	28	43
SGK3	155.62831	120.06848	257.877	233.02457	223.7967	333.438171	365.04499	288.81564	340.44294	240.45926	289.09628	429.2062	88.8164	75.2916	315.691	237.9328
SGK494	15.53065287	22.61766	1.01565	1.36856183898025e-321	16.1107	5.20757	1.80333960732055e-321	27.0844	0	4.48217	0	10.8443	3.47328149026396e-321	0	7.69774	20.92932
SGMS1	411.725	1861.237	371.8053	332.3482	250.1301	596.5935	955.9534	59.8675	457.046237	477.78943	794.321	830.5339	1829.2943	205.1372	522.4732	337.03188
SGMS2	416.4292	1547.475	998.65007	704.935	1554.9334	1445.70975	249.918	246.6558	589.6586	926.890758	1730.34477	1141.25229	497.99965	197.0605	763.7905465	810.9032
SGO1	94.591	445.9255	188.4091	80.45432	282.29434	212.697952	630.797	363.99902	194.2643	797.759425	248.90506	267.64551	427.5125	45.8725	324.132	138.31392
SGO2	421	840.61316	444.72841	235.461	318.00021	272.159	475.0838	724.9703	591.693	1543.10774	1362.8152	1276.06147	1570.0595	940	603.939	196.447
SGPL1	1703.735	2925.589	2669.2702	938.4414	1841.034	2020.1801	1572.7791	941.361	1798.998	523.89288	1296.426	1075.3338	564.404	801.1261	1012.166	1702.6466
SGPP1	126	221	158	166	100	277	31	53	95	185	156	355	172	117	98	90
SGPP2	193.4	537.752	268.366	176.579	986.646	496.436	417.52	341.999	306.455	705.548	77.2531	197.753	356.19	56.7141	158.154	228.528
SGSH	97.05516	52.2481	50.01753	5.77E-18	33.2129	61.815722	32.0866	169.4069	27.0151	14.39282	2.24586	5.00075	44.67784	336.63	10.28661	22.15135
SGSM1	49.8243	71.16513	17.031814	64.2335	1.80408	6.12997	62.6039	3.67326	45.69135	30.1688	2.88662	15.8935	15.0576	55.0955	36.26133	42.0478
SGSM2	370.89112	324.4443	249.17199	443.6279	242.18552	460.9829	602.6937	832.6283369	402.24042	218.072	63.3277	211.7655	153.7084	112.0579	248.3112	193.63452
SGSM3	147.538	194.8841	202.0819	200.758	347.728	292.2458	412.96749	346.767	217.52401	105.46503	51.22232	181.049	116.604953	216.8	312.0589	155.70143
SGTA	218.56644	402.2666	387.6408	249.1752	587	628.331	624.3126	425.503	201.0003	136.20152	160.73146	159.85861	221.0001	212.096	149.8627	170.45729
SGTB	182.227	265.698	293.3393	233.5452	200.102	352.7696	129.362	131.659	238.53073	329.278	387.2641	451.8097	140.455	271.178	284.6707	209.2133
SH2B1	321.12496	711.15456	317.995618	337.1441	767.6993067	404.03871	492.9050919	830.1232	176.1086	260.03019	254.10414	184.98277	189.28921	384.03247	301.12955	410.85235
SH2B2	56.8485	30	22.32653	36.0259	45.7109	30.86075	152.6171	0	41.087	11.9848	14	25.8972	56.935	0	4.25962	16.89407
SH2B3	462.817	747.2669	562.4078	774.1907	530.3082	1101.67007	346.4137	634.8409	566.6788	266.729	402.949	653.44238	159.125	452.046	584.08737	268.5029
SH2D1A	0	0	2.05393	0.0257463	15	35.91585	2.060253743158e-321	0	159.3673	33	14	58	3.62E-147	0	53.5647	1.15611361126852e-321
SH2D1B	0	0	6	3	0	19	0	0	8	1	0	13	0	0	0	9
SH2D2A	2.30234590962021e-321	4.91176	23.00005	81.8887	8	8.97738	38.5019	0	79	24.5279	0	8.8518	0	0	6.055631397	3
SH2D3A	4.63534	57.239	33.7913	9.09755	11.2011	24.8081	71.8996	57.7893	34.4188	44.6505	63.3007	34.9189	19.38919	20	25.13	25.4906
SH2D3C	64.00002	39.4844	10.5982	65.9715	81.2159	103.94124	79.5668	32	42	15.5062	120.2373	31.6475	30.842	22.8337	101.73447	26.9053
SH2D4A	355.4867	797.5454	227.2406	311.5341	809.0001	395.4153	761.381	409.31	389.4619	557.0072	697.1634	472.83848	276.9997	1439.0034	376.3819858	180.2016
SH2D4B	0	7	4	0	9	1	3	0	0	3	14	0	31.99998	0	0	13
SH2D5	0	0	1	0	5	1	0	0	0	0	0	0	0	0	0	1.0637233354962e-320
SH2D6	0	0	0	0	0	2.49104	0	19.1192	0	0	0	7.49437	0	0	0	0
SH2D7	7	0	2	0	8	1	15	7	8	1	0	4	0	0	0	6
SH3BGR	47	51.00008	23.000011	60	28.99995	60.99998	325.9994	88.9999	18	123.99994	118.00004	35.99999	253.9999538	157	15	38.99998
SH3BGRL	1104.35	1227.59	739.129	746.997	645.727	1370.19	262.899	146.874	963.961	1071.02	1598.06	2304.55	950.768	159.598	1221.78	570.942
SH3BGRL2	310	460	575	330	248	787	954	194	667	422	203	407	2321	237	309	326
SH3BGRL3	702	797	569	419	573	1459	793	456	466	511	512	863	316.0002	539.0005	380	174.9998
SH3BP1	56.8939	182.307	44.4789	101.337	228.364	218.555	58.9671	53.8104	141.514	26.7881	54.7588	23.6757	12.3171	0	31.2406	18.8134
SH3BP2	737.2972	1127.84846	642.2272	711.0852	1590.11277	1032.5187	664.1224	1207.336503	509.16114	432.4804	372.2388	570.1548	485.749	441.9625	548.36408	571.64925
SH3BP4	1897.4096	1171.936	1566.1176	1054.5183	876.14205	1769.6541	1115.48749	667	1023.8613	440.5812	278.0001	818.03026	644.99998	279	331.9999	1077.99935
SH3BP5	753.9928	312.88173	462.1694	976.7717	607.1768	1418.7175	1240.2697	1146.6082	412.7005	441.6293	125.019	347.7805	884.7568	27.4912	302.4865	163.17193
SH3BP5L	272.756	624.264	415.218	268.964	623.819	360.059	521.779	551.954	166.509	290.843	184.026	203.233	78.5132	287.952	135.908	322.271
SH3D19	1192.0602	728.3739	1567.95281	3186.4595	2498.4862	3222.15378	661.643	1409.31423	3093.58553	1483.7381	1430.9709	1450.02609	538.5307	2701.871	1917.0062	1187.82009
SH3D21	227.757	10.77297381	9.83190635224081e-322	2.02E-222	51.4776	12.1906	36.4617	137.351	0.000774929	42.2369	2.50461	10.1669	39.1073	29.8436	59.5367	45.8627
SH3GL1	655.27594	907.28754	527.59779	605.999588	555.0001	723.21604	564.3868	646.5085	421.7994	239.37977	160.9998	308.45555	472.8384	410	284.8145	450.81201
SH3GL2	0	11.8633	0	0	2	0	5	29	0	18	46	2	0	0	0	18
SH3GL3	0	3.01429	31.9878	5.53062	15.6311	7.35473	32.9563	22.4566	53.1221	4.21868	19.0739	21	0	0	8.92169	6.2029
SH3GLB1	1676	2091.88	1214.1904	1376.544	1482.999512	1802.715	665.001	1088.62	1989.802	1489.542	2280.253	2049.8155	949.442	2134.354	1674.986	991.6842
SH3GLB2	113.2892	527.1834	75.49476	140.01956	220.3103	162.88683	205.1383	143.39126	82.5708	88.015	86.1909	98.82552	191.45713	22.95473	35.3083	93.74873
SH3KBP1	545.04519	1619.1713	810.2026	735.13414	1216.227	1370.1404	346.3379	489.5194	858.1898	551.39177	956.9994	882.68684	314.945	1099.3867	1003.7543	423.0922
SH3PXD2A	4610.201	1912.005	4429.597	5382.86	4177.737	7761.97	2619.946	3731.409	3010.154	1558.217	1272.092	1086.776	1061.24	2392.95	2608.888	2925.871
SH3PXD2B	1664.999	1380.9983	2484.0024	2215.995	2371.9957	3102.0025	1300.003409	2590.0042	1989.9955	747	1002.0003	783	1134.0002	802.00029	844	1649.999
SH3RF1	0	9.59014	3.19529	6.22277	2.7499	1.39168	41.05926	0	2.13E-241	9.97679	13.3578	0	20.9462	0	0	7.4109846876187e-323
SH3RF2	163.199	34.6384	79.2431	5.66618	140.3728	37.018	333.2312	31.20714	25.9589	79.5393	178.5902	84.4621	158.3823	170.827	107.11448	29.71738
SH3RF3	351	166	278	108	273	404	24	327	233	95	52	119	5	306	102	154
SH3TC1	35.1384	3.55078	33.42521	12.07325	58.4601	136.2117	51.4401	32.9196	132.9762	9.96967	13.9844	13.978082	8.74867	0	22.9042	93.75502
SH3TC2	0	0	1.17E-108	0	0	0	0	0	0	4.12247	0	8	0	0	0	0
SH3YL1	338.17915	720.7179	432.0703011	145.032968	384.99201	181.142494	1807.613	387.1722	370.0093	258.54313	397.6104	220.72051	106.5382	46.6057	328.9057504	452.3288
SHANK1	13	0	102	68	79.3697	20.11709	407.131	160.9064	0	21.00004	28.70258	16.8135	20	3	10	47
SHANK2	173.80842	563.823	178.64716	308.42719	20.38263	416.0573001	471.79508	111.8618	435.1978	2	64	77.17336	121	33	101.8463	67.26236005
SHANK3	234.6951	191.99996	61.3875	239.9950002	129.83398	241.435	273.302	213.906	81.233	99.99999958	203.0309	193.2741	8.89318162514244e-322	14.9772	234	165.2345
SHARPIN	113.9174646	262.8761	105.7488	77.5353	257.8031	187.0286	218.6237	808.701	97.6996	160.1678	41	126.033	14.0581	7	61.1465	37.41351
SHB	239.888	245.716	302.615	179.591	714.45	352.284	759.739	218.864	315	136	120	147.365	190	116.057	45.8536	198.138
SHBG	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0
SHC1	716.93912	769.3006	773.49671	893.7666	782.9715	1312.7853	704.267859	1236.8452	660.4997	476.6557404	590.43929	547.04561	482.0499	1494.1644	487.4882	712.3557
SHC3	99.99997	29	123	20	0	18	95.99998	0	22	26.00003	14	33	185	163	0	92
SHC4	19.1524	9.69154	14.3257	34.9064	10.166216	1.81934	36.8261	18.00003	49.39777	11.3013	0	18.41189	113.248	0	10	0
SHCBP1	132.6946	181.2332	81.915	63.5673	230.727068	89.9393	175.573	204.2556	108.674	460.5871	321.1714	152.03	145.88939	80.6435	208.37374	63.39949
SHCBP1L	0	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0
SHD	0	0	0	0	0	1.24981	0	0	0	0	0	1	0	0	4	0
SHE	89.2213	141.3561	91.4794	154.5098	66.83451	189.23387	126.5341	193.6179	163.644	119.9347	119.3342	475.1189	31.61773	1108.652	211.6868	119.4252
SHF	79.62876	57.4252	29.9859	89.04192	61.289131	82.56241	47.58521	72.87487	12.19793	23.432169	0	25.65259	19.7118	42.953293	56.4651	73.73908
SHH	61.6031	5.56533	19.3699	34.0073	25.9273	7.99374	28.2068	20.7136	4.68457	15.7091	12.6143	20.1791	8.173	31.775	26.4357	33.7965
SHISA2	98.2087	25.8115	308.596	83.236	261.263	243.384	16.5257	14.4963	95.6718	20.201	5.04989	4.18159	12.7635	14.8068	35.4907	142.524
SHISA3	0	0	0	0	3	5	0	0	0	0	24	15	0	0	5	1
SHISA4	2.02566914794911e-322	68.8847	25.111	23.1841	30.2183	89.6091	83.5175	0	9.06601	33.7412	44	10.3605	61.2434	0	4.79243676466009e-322	58.6024
SHISA5	206.2612	1181.1265	400.6772	273.0485	327.13226	288.5457078	727.69352	308.3275	146.16495	362.5198	242.2046	177.896985	100.82286	294.651	117.2882	82.5315
SHISA6	27	0	0	34	0	14	33	50	0	1	0	13	3	206	3	19.99995
SHISA7	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	6
SHISA8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SHISA9	2104.7032	851.04719	3138.0771	2044.9197	797.40113	1401.7028	1976.3499	2609.6948	1393.11	2256.3056	1012.9945	1761.809	1935.4096	1782.7522	1939.2558	2373.7487
SHKBP1	130.6728	267.1180006	71.0442	31.65137	181.80339	789.1606	448.1483	333.2996014	236.7383	188.3207	115.9394	27.68647	130.87285	280.7682	85.462	64.83824
SHMT1	66.7256	142.40733	127.4391	88.141	447.45917	285.096	524.21782	345.7544	33.3261	178.4932	13.0573	96.5983	336.7955	0	7.3651	78.4515
SHMT2	845.7193	556.86151	663.10687	342.652	1607.4852	303.002	1354.5053	492.7089	438.32911	678.5204	998.9203	238.56706	562.0054695	145.7167	150.4344	284.091
SHOC2	332.845	895.883	531.456	481.106	471.286	868.21	687.107	384.515	967.217	1203.9962	911.7110254	1653.83	1853.44	867.01	1003.7938	913.871
SHOX	76.12408	20.65267	37.78417	24.44304	57.58828	31.81198	164.69383	81.99174	30.9416	44.16906	12.44889	67.8757	12.61931	21.56121	56.99781	66.0188
SHOX2	29.00003	90.2248	44.15192	4.59013	167.77567	48.7222	45	144.1666	9	57.7066	8	9.161399	0	2.002496	34.41428	64.77793
SHPK	143.931	130.802	247.596	87.9242	128.754	212.289	479.504	477.443	155.129	154.653	86.4487	34.4099	114.057	19.4565	109.607	117.539
SHPRH	639.592	427.758	228.29371	613.9502	309.82738	599.1164	630.545	244.14219	930.314	656.4343	617.9199	692.0323	498.9156	470.786	736.0106	187.95353
SHQ1	262.2172	58.7283	55.2848	47.2999	78.5943	117.838	220.0579	46.166	108.88529	85.0303	164.6717	145.2282	102.91	168.72	51.5811	99.135
SHROOM1	103.8308	171.19698	157.2555	183.66501	241.8193	144.8498	267.6721	207.74053	59.05949	46.49722	76.9387	47.1565	101.59766	54.3432	53.4465	211.1118
SHROOM2	357	636.0002	243.943	246.779	273.1016	315.4015	534.02425	147.0002	169.0001	55.00003	185.5615	80.9924	321.0001	118	138.0004	175.52759
SHROOM3	509.775	1516.82	1209.6	181.398	2369.46	1165.8	1055.17	744.754	452.938	1205.35	854.062	660.993	522.372	72.0927	147.079	910.505
SHROOM4	510.951	0	61.8963	67.1128	114.443	198.74644	385.017	37.7542	122.313	121.9142	48.6715	139.8474	0	88.6401	196.7276	128.482
SHTN1	704.89	664.9647	995.8501	574.94372	507.4614	786.1115	945.58828	1131.1074	884.8187	1078.38788	619.506	1096.0027	1577.479	967	930.62014	1161.6421
SI	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
